text,label
Di Hari Itu? it's fun even if it hurts.,jaksel
"While Doctor Strange is in the Multiverse of madness, well i am madly in love with you",jaksel
"your project is very good, the whitepaper is also very clear, I hope your project can be successful and successful in the future, I also hope the community can grow even bigger than now",jaksel
TerbaikBisa ke Bali motoran with bestie,jaksel
even the minions not undefeatable,jaksel
papa meninggal juni 2021. februari 2022 gue baru selesai denial kalo emang papa tuh pergi untuk selama lamanya.,jaksel
Yg bagi2 foto saya bukan orang politik...Denial gak sih? He knows what the consequences will be...dan KPK gak nangkep orang sembarangan tanpa bukti. Patah hati boleh. Naif jangan.,jaksel
Bandung ini astajim. CORONA ISN'T EXIST HERE. BANDUNGERS LITERALLY SAID FORK CORONA,jaksel
Jgn kepo jgn kepo keep smile,jaksel
Not Easy To Reach The End Point...!!!,jaksel
"Can't wait to see you tomorrow at the jhope concert, even though I'm watching virtually from afar but I will still support you HOBIPALOOZA HOBIPALOOZA BLACKPINKxPUBGM",jaksel
"idgaf anxiety hi, i do.",jaksel
Ciri2 orang yg gak akan jadi pasangan gue 1. Kepo Berlebihan Stalking 2. Deketin SEMUA temen2 gue 3. Pelit Ungkit2 4. Pamer Kebaikan Gila Pujian 5. Suka ikut campur 6. Sok tau Suka Debat 7. Cemburuan 8. Gila Seks 9. Banting2 Barang 10. Pemarah,jaksel
Sweet memories that connected me and other designer around Indonesia. Thanx Jogja n the oppurtunities,jaksel
Planning for a staycation in Bandar Lampung ? Located in a Chandra Superstore 1st floor and close to Tanjung Karang station and close to culinary places is ideal choice for both of business or leisure Jl. Hayam Wuruk 1 lampung 0852 6821 6040 chandrainnlampung,jaksel
"ini yg salty bakalan di block admin kaga ya wkwk, w Netral si blm tau jg jalan ceritanya ga berani komen apa2, selera org beda2",jaksel
"dukanya uda pasti angkot anyinggg garandeng siah ngelaksonin aing wae kecuali aing mo naik baru gapapa di klaksonin sama ujan uda 2 itu doang aneh bgt bogor tp sukanya uda nyaman bgt sm udaranya, byk tmpt buat nongkrongmain aaaaaa healing bgt pokoknya teh",jaksel
everything I do is actually to keep me alive..,jaksel
Aku orgnya clingy parah sih kalo udh pacaran,jaksel
"Kondisi dan situasi yang sekarang jauh berbeda dengan situasi dan kondisi saat itu. Kalo masih terus terusan kamu samakan, masih terus terusan overthinking, kapan kamu sembuh? kapan kamu bisa percaya orang lain? -mbak Winda, mbak Nefi.-",jaksel
"im not waiting 1 August to post my queen, bcs i post whatever i want bcs she's my first queen. yes she's my mom.",jaksel
"Sebelum tidur biasanya maafin diri sendiri dan maafin kesalahan orang lain yang sengaja atau tidak sengaja. ya biar jalanin hidup lebih enteng Ga pernah mau naruh dendam sama siapapun, even yang udh kelewat batas.",jaksel
Langsung lemes dan ga mood ngapa²in weekend ini Literally lemes mental,jaksel
Vibenya dibulan febuary ini tuh pengen - Punya ayang - Disemangatin ayang - Healing sama ayang - Curhat sama ayang - Chatan sama ayang - Teleponan sama ayang Tapi kenyataannya tuh malah masih belum punya ayang,jaksel
duh mau spill tapi takut,jaksel
Terimakasih karna membuat ku overthinking malam ini,jaksel
"Bisa nggak, sih, merasa 'overwhelmed' dari paparan krisis di sekitar?",jaksel
Even there was no VAR checked for this tackle. Embarassing. arsenal,jaksel
"Kadang tuh akhirnya fikiran terakhir dari overthinking sebelum tidur adalah kok jadi sia sia gini terlalu mikirin dunia mau buat dikejar seenggaknya cukup aja deh, iyaa takaran cukup jgn berlebih mengingat dunia hanya numpang minum saja",jaksel
"Kalaupin Hasil di even lebih tinggi seperti Piala Asia nanti tidak maksimal, sebaiknya tidak jadi penentu utk melepas STY. Kualitas permainan TIMNAS senior dan kelompok umur jelas meningkat di tangan STY. PerpanjangKontrakSTY",jaksel
Ku pikir aku kurang healing Ternyata sujud ku kurang banyak dimalam hari,jaksel
"Planet ini berotasi dengan memuat sekian banyak manusia dengan logikanya masing"". Mana yang benar mana yang salah whatever lah, I just want to enjoy my fvckn life.",jaksel
"Pihak binsah beraninya cuma julid, sindir amp sarkasme ke AM padahal sangat di permudah utk bisa tau AS selingki apa ga sama AM melalui bestie nya .. knp harus carper sama neti minta pengakuan klo DIA itu terdzalimi karena perselingkuhan",jaksel
"Beberapa saat kedepan Anda akan memasuki zona nyaman ,untuk yang jomblo woles santuy aj Jhon, yang mau jalan Ama doi mudah mudahan kagak hujan ya Jhon, yang mau selingkuh hati hati dah ketauan ...",jaksel
"I love my bestie sm ! si "" Ayo teross """,jaksel
Ada mba crush,jaksel
"Nonton voli Jepang cewek.. baru inget ada mba Ishikawa, trus nyeletuk jangan-jangan adeknya Ishikawa timnas cowok. Begitu kepo ternyata beneran adeknya",jaksel
"While dont need any petition, theyre just firing good people",jaksel
Di sinetron hidayah. Isilop nya pada santuy cuma tengak tengok doang ',jaksel
Anjir overthinking jam segini,jaksel
I probably going to need to say something more than thay want everyone to now about lets face it the American legal process is exspansiv and completely fore the rich and famous people one low and the rest of us well you now about that,jaksel
why would you ever kiss me? im not even half as pretty.,jaksel
Komsumtif berkedok healing,jaksel
"Cewek kalo kangen jarang to the point, biasa nya ngodein nya pake ngambek.",jaksel
"Banyak yang membuat gw dan ngedorong gw buat gagal mulai dari - Orang yang ngefitnah gw dan ngancurin kepercayaan sama semua orang yg akhirnya gw menjauhi siapapun - gw yg capek banget kerja dengan pressure yg tinggi, tp gw jd lbh pinter di banyak bidang - gw alami gerd anxiety",jaksel
"Berapapun nilai IPK anda mau IPK 1,77 mau IPK 4,0 atau bahkan Anda hanya lulus SMA saja, Anda bisa menjalankan bisnis HDI selama Anda ikuti support system nya.",jaksel
"Been up since 03.30 and been active moving around since then, like jogging 10K, cleaning and tiding, cooking until just now have time to take a break. I'm not tired, I'm fucking exhausted to the level I think I'm gonna die, alone.",jaksel
COMEBACK DREAMIES TGL 28 WHICH IS ITU TANGGAL ULTAH GUE WOE,jaksel
Page 366 of 366 For me 2020 it's all about healing my heart,jaksel
support bestie,jaksel
"Page 366366 So much to learned from 2020 and it will either makes you positive or negative for 2021. Whatever happened with us and whoever read this, we're still alive! Thus, we'll have more opportunities ahead to fix what was done and plan for something new. Thank you.",jaksel
"Ihhh,, kepo biang Lala,, Deah",jaksel
"Because when you stop and look around, this life is pretty amazing. Dr. Seuss Location Unknown",jaksel
Mengawali hari dengan overthinking,jaksel
"Mampus kan jd ""salty"" hehe...",jaksel
"Kalo ada sesuatu to the point aja yak, aku orangnya gak pekaan.",jaksel
"The best gearset is your mindset.... and schlumpf, probably the best brake set is your heartbreak ea",jaksel
"maaci udh jadi bestie terbaik buat ak. sllu dengerin n kasih saran yang membangun buat hdp ak,kalian saksi hdp ak n sesyg it ak sm klian ayo kito wujud in sm"" wish list kt,soon ya!!",jaksel
"warga indonesia wajar aja punya trust issues sama pemerintahannya, bumn nya si kimia farma aja fak ap gitu. fatal banget, di international airport menn",jaksel
"menuju 1 jam lebih telponan sama mama, catching up some hometown gossip dan merencanakan sweet 17 Ade gue yang cowok dah gede nih Ade gue, spill jangan fotonya? tinggi nya 180cm",jaksel
"Will you love me, even with my dark side?",jaksel
bestie sucii nii Kenalin sama bestie kalian dong maniz..,jaksel
"Honestly, I don't need a handsome face, even though their idols have a lot but none of them can be as good as Park Jimin jiminyouareperfect",jaksel
Today's check-in into the Cahaya treehouse villa bali ubud staycation,jaksel
"Taxian-jun probably shaved Chu Wanning's pubic hair to humilitate the older man, but then Taxian-jun found out he quite like the said region being bare and smooth or maybe Chu Wanning didn't have pubic hair in the first place",jaksel
Terus aja overthinking,jaksel
"Chill tf out bruh, you're not even on Aston Villa's level",jaksel
The best people are those who radiate peace even in their presence.,jaksel
"2021 mudah mudahan anak anak skz dapet banyak waktu istirahat yg cukup ya. Tahun ini mereka bnr bnr kerja keras,jadwal padet,khawatir bgt sm kesehatan mereka. Semoga sehat terus ya anak anak nyasarku Stray Kids everywhere all around the world",jaksel
Kemana-mana emg selalu sama ni bocil. Bestie x teman berantem,jaksel
Bullying is a cruel act that not only hurts a person today but even for the rest of his life. Hopefully those who experience it can rise up and be given the strength to succeed in mastering themselves and become the best,jaksel
"Kamu ga mau nyambangi aku tah. Aku pengen healing. Mereka semua pada keluar. Kecuali aku.Kamu ga nyambangi aku kok, pas aku KKN.Sad",jaksel
they don't actually hurt you unless you light them metaphor moviethings,jaksel
Udh selesai overthinking nya??,jaksel
M so grateful for having those who always defend me even when m sure that m not worth for that. Thank you so much,jaksel
Healing ngadem pisan,jaksel
jutek bgt bestie,jaksel
"Hi Morning, I wanna telling you something. Theend of this couple weeks, felt my day just flat. I have no point where to go from. Just like there something wrong. I have lost. There's no though, but like thousand things around my head. Just wanna bang on my self into the ocean huh",jaksel
whatever the result.. you and the boys are our future Timnas Players..,jaksel
Deep talk malem2 sama my bro malah ngomongke ngitung weton,jaksel
"dari jam 9 mau tidur, udah nyari ngantuk.. ketemunya malah bahan overthinking kalo doa biar naik gaji, perpuluhan juga naik? lumayan tuh biar kuat mikirnya mari masak indomie",jaksel
cape bgt bestie pgn di peluk,jaksel
Capek loh overthinking itu bun..,jaksel
mang hadeh bestie satu ini,jaksel
"Tau goblok ribet banget deep talk, sleep call apaan lagi tau ampundah",jaksel
"She only said fact thooo ""Mencintai Lo gampang, ketemu Lo yang susah"" hahahahahahahhaha Relatable for every KPop internasional fan",jaksel
"Nge foto mas crush diem"" adalah kebahagian tersendiri",jaksel
"While you're excuse me, I'm watching spidermannowayhome to wrap up 2021! Chat to you guys later through the end of the screening! Cinema XXI Batam",jaksel
"org2 mah knp ya, udh tau ppkm level 4 ttp nekat ngadain party dihotel, literally mereka sama aja ngelanggar dong. tp kalo blm di up sana sini kasusnya gaakan di tindak lanjutin sama satgas c19, coba giliran pedagang kaki 5 yg kena kasus, langsung kena tindak, minus keadilan.",jaksel
Dulu kepo nya nino yg masih belum bisa lupa sama mantan nya,jaksel
"Mendadak kangen sama temen2 entah temen kerja or temen apapun itu huu. i feel so bad n i want to cry , actually i need a friend to sharing all about anything .",jaksel
"kepo pak gub ngomong apa omdok, sungguh gak jelas dok. hayu nyusul, jangan betah menjomblo omdok...",jaksel
"td pergi ke serba 35, berasa nge thrifting wkwkwk",jaksel
Jam segini overthinking tamu kantor yang udah aki aki laguannya sok iye,jaksel
"Kenapa sih maksain banget ke puncak emang gak ada tempat lain? Kan ada alternatif ke Anyer, Kepulauan Seribu atau PIK. Depok juga banyak Cafe cakep untuk healing",jaksel
Capek bgt overthinking anjg,jaksel
Awas kepo!!!,jaksel
Laznas Dewan DaWah distributing Iftor meals every day for breaking fast during Ramadan around Denpasar and Singaraja. 684 meals yesterday,jaksel
tidur buat istirahat bangun buat overthinking,jaksel
KEPO YAAA????? GERAH YAAA???? HAAHAHAHAHAAA,jaksel
Me making epic exit while leaving the office,jaksel
strolling around jakarta dengan angkutan umum karena udah 2 tahun kena snap thanos,jaksel
"Insyaallah last day, semangat bestie",jaksel
Masih edisi hotel hopping staycation,jaksel
"The last day of 2021, many happy and sad events God allows to happen lowest point but God is still helping until the end of this year. Next year is full of hope thank you 2021",jaksel
Masih jadi pertanyaan besar kenapa flirt orang yg gadisuka itu gampang bgt sedangkan kalo sama crush mau buka dm nya aja gaberani,jaksel
"Iya iya sudah, gpp gpp tenaang whatever gpp sudah, gpp gpp...",jaksel
Info dong bestie urgent buat besok pagii,jaksel
Even they only have a short time but the impact in my heart made me want to cry,jaksel
Kalau di twitter pada baik semua takut kena spill soalnya,jaksel
"Btw, kamu suka masakan apa? Sini spill ntr aku belajar aku masakin.",jaksel
Whatever,jaksel
Kalau faktor X nya sudah bermain jangan harap bisa menang. Even di leg ke 2 gak bakalan isa,jaksel
Nyari hotel buat staycation. Otak kita isine jan puodo sg penting review breakfast e enak,jaksel
"Hmm, tydac bole overthinking ya Inggi. Akan ada jalan lain kalo jalan yg skrg mentok. Selama terus usaha, bisa kok bisaaaa",jaksel
Work and healing....,jaksel
"Even if they want to hunt them for making the GOP's fursonas, fuck the orange bitch to allow everyone to hunt wolves",jaksel
Showing too much good side as if everything's ok when actually it wasnt ok at all,jaksel
"apakah kakak gue bisa diandalkan kaya si bestie, kita lihat saja",jaksel
Besta bestie besta bestie,jaksel
"Tonight, your WA number left all the group automatically. Even, the system understand that you no longer in this world again. I don't know that losing someone you love will be this hard, though i have strenghten my self. But still, i miss u everyday brother.",jaksel
Jam segini banget overthinking nya?,jaksel
"I know I'm evil. Because I expect something. I help her with all my might, cause I expect something. For me to become your option again. I thought I loved her, but turns out if I even think like that, it wasn't love. It was obsession.",jaksel
"dear myself thanks for all the things that u've done in 2021... kuliah, 2 volunteer luring, kerja, pelayanan youth amp kids, nyiapin kkn sendirian dan kerja.. Jujurly belakangan ini secapek dan sepadat itu ' thx sudah bertahan sejauh ini dgn luar biasa Hello 2022, be nice!",jaksel
Kemarin hari ketiga masuk kerja post covid. Trus td malem badan gw rasanya capek bgt. Pas ditelpon suamik sampe gak bs ngomong apa apa lagi trus cuma bs nangis krn saking capeknya. Mood jg gak kayak biasanya. Agak overwhelmed dgn semuanya,jaksel
Whatever !! Biar tua2 gini sumbangsih utk negara gede..pajaknya mahal,jaksel
"Rekomendasi buku bacaan dong ,buat healing",jaksel
literally me when avoiding everybody,jaksel
"I watched news on this increasingly violent aggression toward Asian-Americans ever since the COVID-19 broke out. And many of the lunatics actually target old folks. America never fails to impress, indeed.",jaksel
"Urusan overthinking, aku jagonya.",jaksel
Yes. Trust issues dari jaman kecil ampe skrg. Ga percaya ma laki2 dlu ampe pernah mkir gamau nikah. Gegara pnya bapak selingkuh didpn mata. Hmm sedih bet ya hidup dgn trust issues. Sakitnya msh smpe skrg berasa dah,jaksel
Besok Otw staycation di kampung halaman. Gak boleh mudik dan pulang kampung guys. Bolehnya berwisata.,jaksel
Reiki and chakra healing sessions in Bali just wow. I cried with no purpose simply releasing!,jaksel
I literally asked warga kost who the fuck is Xabiru dan dia anak siapa,jaksel
bedakan apa itu meluangkan waktu dan punya banyak waktu luang then you know which is more priceless.,jaksel
"Even diluar udah jedug jedug kembang api, aku tdk bergeming meninggalkan kasur dan melepas headset ini.",jaksel
actually drowning.,jaksel
Here i thought Attack on Titan final season would be the most discussed show on Twitter No its actually Euphoria,jaksel
literally join VIP WeTV utk KUG aja gini nih jadinya awokwok,jaksel
Dispatch nge spill spa yah WKWKWK,jaksel
"Kalo kamu bilang apa yg ku lakuin itu ga jelas, bagiku itu self healing.",jaksel
"Setelah 1 tahun lebih tidak menikmati senja di smanis , honestly i'm really miss this tho",jaksel
"actually, i have a circle. tapi entah kenapa cuma nyaman ngomong di satu-dua orang teman yang ada di circle itu. circle cuma bikin cape, semakin banyak org di circle itu, semakin aku beradaptasi, makin keluar energi. tapi itu jalan buat dapet satu-dua temen yang nyaman itu.",jaksel
Bobok seharian adalah healing bagi mamak,jaksel
Spill akunnya aja biar netijen bersilaturahmi kesana.. hahahahha,jaksel
Medical family Protesters being arrested from behind while protest peacefully Feb28Coup WhatsHappeninglnMyanmar MilkTeaAlliance,jaksel
"Stop and look around sonyalpha waterfall rookkiwear model photooftheday indonesia bali instafashion instamodels Bali, The Island Of Paradise.",jaksel
Staycation..,jaksel
"....even though I am not the chosen person who will accompany you at happily moment, at least when you are sad I will hug you and become a place for you to lean on....",jaksel
God is there no chance for me to go there. my heart can't just forget it even though many times reality breaks my heart,jaksel
"Just when you thought them HeatTwitter hit the apex win against Raptors, they did it even better against hot-red Jazz!!!!!!",jaksel
Im not even making this up bener bener setiap hari ke Canggu ya ampun,jaksel
""" reed plant "" etimology for Read.. but even Moses and Israel Exodus from Egypt.. They across "" Reed Sea "" nor Red Sea.. dis wrong fact. Reed plants produce for the paper longtimeagos.. ancient manuscrips.",jaksel
YA ALLAH CRUSH SMAKU POSTING FOTO LUCU BANGET,jaksel
Dahlah ga mau overthinking lagi Perutku sakit,jaksel
Jujurly,jaksel
Somehow i cant see,jaksel
overthinking lg ajgggggg argh aku wes meh lali kr rupamu lah kok teko neh maksudmu opoooooo,jaksel
"When your bestie is in charge to take virtual photoshot during webinar, dia akan sangat sadar klo u baru bangun",jaksel
Healing kita Healing,jaksel
Spiritual healing in Bali is a one of the highly recommended spirit journey you have to experience. Jro Mangku Eka Sukawati is a Balinese healer with concept energy healing. The methods of Jro Mangku Eka healing is included removing bad spirit improving cakra point and kundalini,jaksel
"Kalo siang main hp scroll twtter aja bisa ketiduran, kenapa kalo malem susah sekali buat ketiduran ya bestie",jaksel
Racism is not an opinion. Racism shall not be tolerated. Standing with everyone and every BTSARMY all around the world. RassismusBeiBayern3 Bayern3Racist,jaksel
"So, the way we use our mask today probably will be 'strange' for those who will live in the year of 2124.",jaksel
Ad yg mau jd bestie ogut kagak ye,jaksel
entah memang ada yang kepo tingkat dewa atau insecure terolah menjadi overthinking,jaksel
"Biasanya jam 1 baru tidur, tadi jam 10an nyoba tidur, baru sejam kebangun... dasar aku. Dan ini lagi overthinking, jnck...",jaksel
"Ya Allah gua ngisi gform tentang progress terus ditanya ada kendala gak, trs gua jujur aja kalau kendala ada di gua sendiri karena burnout, kehilangan motivasi, dan jadi gak pede.",jaksel
"2022 tetep netepi, merlok-merlokne, lan nemen-nemeni healing mancing,,!!",jaksel
"MAMPUS ANJING MAKANYA BURUAN PEKA TOBAT LU DAFFA KALAU NGGA MAU DHANES SAMA YG LAIN PEKA PEKA MAKANYA JGN DENIAL, JAHAT BGT TAU NGGA LU DAF ITU ANAK ORG LAGI KEPIKIRAN LU BILANG TERBAWA SUASAN ANJ- DAF.",jaksel
"Oil money, both in video games and real life, is surely lucrative. In Cities Skylines, u can make millions of dollar just by exploiting oil alone",jaksel
Let's overthinking,jaksel
Jogja healing vacation.. Jogja pesiar murah WA 081-382-484-695 jogjatrip jigjacitytour jogjawisata jogjapositip carinafkahhalal maturnuwun,jaksel
"I don't want this era to end. I like this concept so much, love all the songs at this point I don't even have favorite, they look so happy. It's a good time to be Shawol, really "" Dont_Call_Me SHINee",jaksel
Cie Ada Yang kepo ah,jaksel
"Butuh pacar yg sekaligus sebagai support system.. kamu bisa terima kekuranganku dan aku terima kekuranganmu, dulu pernah dapat tapi pasif, asik dgn dgn dunianya sendiri.. berat jalani kyk gini",jaksel
mo cari yg jual spotify berkumpul dongs saya kepo harganya makasiii,jaksel
Tiap hari overthinking terossss Capekk jg .,jaksel
"Nah, I prefer to dethrone But before that, Shida needs to kill yet again on the Owen Hart Foundation Women's Tournament. Then maybe after Shida wins that Championship belt from Jade Cargill with 8 Title Defenses... 12",jaksel
"Be grateful for every little thing you get for free. Clean air, delicious food, healthy friendships, and good people around you. All are infinite gifts. ___ yorokobi YorokobiPortraiture Bali grateful Bali",jaksel
spill beli beniknya dong kak?,jaksel
"Kenapa sih ini, jd overthinking",jaksel
Ok edisi chat bareng bestie check,jaksel
tiba² kepikiran rundown orang lamaran itu gimana ya yg kayak di tiktok² Kepo aja sih,jaksel
"Akhir - akhir puasa malah banyak yang ngajak staycation.Katanya "" yu penutupan """,jaksel
gue suka nanya krn emg kepo aja,jaksel
Morning Walk in Gelora Bung Karno today. Decent comeback to exercise after a while.,jaksel
Congratulations for peoples around the world who pass this mission has been passed in this 2020,jaksel
"tomorrow weekend is my healing, yeay",jaksel
"Here, there, and everywhere with my kirana sisters . . . . . . . residency doctor ppds dokter travel healing burnout nature hospital party Jakarta, Indonesia",jaksel
"Untuk yang maha membolak balikan hati, jadikanlah aku pribadi yang lebih baik. Hari hari overthinking.",jaksel
"Timeline, FYP semua isinya mudik, berasa nature is healing",jaksel
"Jika ditanya ingin apa aku sekarang ? Aku hanya ingin bahagia, menjalani hidup dengan semestinya, berhenti overthinking dimalam hari, juga ingin berhenti insecure tentang masa depan. Aku selalu berharap dan berdoa hidupku baik-baik saja.",jaksel
Besok tepatnya tanggal 1 jam 00.00 adalah hari Girlfriend day. Gw diucapin sapa ye? Doi?gw kgk punya Bestie nj?pada kagak peka semua Mengsedih lah hidup gw,jaksel
"There is a mistake here, for some reason My user not showing on the list, even if I refresh the list more and more and more",jaksel
"29 Juli 2020 - which is 1th lalu. gembar gembor Bioskop akan buka serentak.in fact.... zonk29 Juli 2021 - which is sekarang. semua bioskop kembali tutup lagi, semuanya",jaksel
"5 taun di pwt padahal, tapi baru pernah sekali pas taun kemarenitu juga rekomendasi mas crush huhu",jaksel
"There should be no worry about destiny, because even a leaf Allah has arranged when and where it will fall",jaksel
"Mulai frustasi dg jerawat dan mulai overthinking ""orang disekitarku ini merasa beruntung ngga sih kalo kenal aku? """,jaksel
AAMIIN yuk bestie di ss jgaaa,jaksel
"wkwkwk, ngerasain kan lu semua. Makanya jangan fomo.",jaksel
Today i spending money around 250k padahal blm bisa nyari duit sendiri hhhh crying in the silence,jaksel
mas crush dah sembuh belum ya,jaksel
"Enjoy the view while you can Hotel Santika Bandung - in Bandung, Jawa Barat w",jaksel
Rate my fan art? Probably nothing,jaksel
"nobody can stay forever in your life, even they promise or etc. You can't control them. And if you still think that person everytime, its not their problem. Its yours.",jaksel
스테이위크 STAYxSTAYmentionparty Have you ever put water in a shampoo that's almost gone?CONFUSE !!!!PLEASE TELL US,jaksel
"you're always gonna be my favorite person, even if im not yours.",jaksel
"Semalem nganter babe kontrol, pagi ini mlayokke ibuk ke dokter juga. Huhu. Sehat-sehat bestie",jaksel
"Your Weekend Getaway Pink Beach Snorkeling Trip We can arrange tour activities to exotic places and farms around Lombok Island For special inquiries, please contact us at staycationlombok babydiver pinkbeach visitlombok lombokventures staycationlombok",jaksel
Healing terbaik yaitu menghilang,jaksel
"Purging the past releasing healing Florida, USA",jaksel
saking seringnya spill kelakuan predator sy sampe jd aduh lagi² soal ini,jaksel
"Akhirnya punya brimo, literally pak bos forced me . . .",jaksel
Yaudah karna banyak modus berkedok staycation dengan embel minta dikirimin duid Aq juga mau modus donk tp km aj yg booking roommya Gmn,jaksel
"unduh tiga episode vidio original series, masing2 eps 1 dr suka duka berduka, drama ratu drama dan bestie. Kesimpulannya, dua judul pertama kayaknya harus ditonton sampe beres sih",jaksel
Pas ketawa ilang tu cerita punya masalah pulang ke rumah yee overthinking lagi,jaksel
i've been not using sheetmask for a long time now bcs its waste only had it when i need to even my order or got it for free tapi sepertinya aku semakin tergoda untuk beli sheetmask,jaksel
"Deeptalk di siang hari ""Aku beruntung bgt ma etuk mbakmu"" kalimat sek diucapne suamine mbakku, setelah mbakku menemani dari 0 sampe skrng.",jaksel
Which one do you prefer? if you have to pick the default font for your PC,jaksel
Pengen staycation tpi nggk mau sendirian,jaksel
Selamat sore bestie.. Salam sejahtera semuanya.,jaksel
pake apple music karna ga bisa bayar spotify. flexing much inos huh?,jaksel
"Jujurly moon maap sy mengkaget ad akun tmn yg sdh mninggal rpost pstingan ' Nderedeg gais. Mkany dlu psca pgang 2 akun tokoh amp ke2nya meninggal sy lgsg logout kwtir slh krm dll. Ntr mengkagetkn netizen. Psca itu jg jd pkir"" lg pgang akun tokoh. 2x pegang kok ke2ny mninggal",jaksel
"Even my 2021 is bittersweet year, but i can take it as the best year beside 2019. How abt 2022? Jws.",jaksel
"Gausah ngeluh SM orang lain gaada yg peduli, yg bener"" peduli ya bestie sendiri",jaksel
Bsok hrs healing,jaksel
Bukannya healing malah sinting wkwkw.,jaksel
"Cobie's movement is on the air, it even moves the giants. More reason to trust Ethereum",jaksel
"Rayyanza baru 10 bulan udah bikin bangga orang tua dengan dapat penghargaan, saya 24thn masih baring santuy tukang habisin nasi saja",jaksel
How can i trust you when i dont even know you.,jaksel
"Memasuki akhir pekan, summary dr linimasa anak intern yg blm dibayar feenya, org hijrah dan ninggalin crypto dinyinyirin, mbak ngeluh krn lakinya bisanya cuma mancing dan pelihara burung, 3 anak sepakat masukin ibunya panti dll. Whatever it is, Ibun tetap asam lambung parah",jaksel
Kepo banget kader Gerindra ini??? Pengadilan mana bisa di interfensi...,jaksel
"Gabutuh pacar, butuhnya support system",jaksel
Shud I give or shud i just keep chasing pavements even if it leads nowhere? ha ha ha saya gres natali,jaksel
"something sad even though you try to look strong, calm down, Allah has something better, keep believe , it can be seen from your smile that strengthens yourself, there is a lot of sadness and disappointment, the more I see your smile the more sad I am, love you teteh tya",jaksel
"Sate babi, Babi bakar, Babi guling, Lihat babi main di halaman rumah sore2, Anjing berkeliaran sana sini. Sudah mulai terbiasa bestie.. Marii Kita Putar Adzan dan Ayat Al Quran Agar Mempermudah Babinya Segera Login jadi Sapi",jaksel
I once thought smh stand for somehow too hzhzhzhzjzh but it makes sense tho,jaksel
"Siap"" ngegalauuuu sama MVnya iniii, i guess the story tells about how he lost his mom. Actually this song is OST for Taiwan series on netlfix and the series tells about how people live when their lovely person has gone. And Eric Chou never dissapointed!!",jaksel
"Kalau udah tahap kepo, suka ngeri sendiri. Menimbulkan kecurigaan. Tanya sewajarnya boleh, jangan kepo.",jaksel
Si kepo sama kegiatan babu,jaksel
im literally goosebumps when junmyeon said is like you adding color to my life god i kive him so much,jaksel
masih overthinking anjing lah,jaksel
"yang mau dateng, dateng aja bestie. note jadwal bisa berubah sewaktu-waktu",jaksel
"Me time adalah salah satu cara terbaik yang bisa dilakukan di weekend ala aku. Kalo aku suka banget weekend sambil nonton drakor sepuasnya pake IndiHome, kalo weekend versi kamu apa nih bestie? InternetnyaIndonesia AktivitasTanpaBatas",jaksel
Mulai clingy pemirsahhh,jaksel
i requested on jazz traffic and the radio play it. while most listeners are above 40 years old. Top memang suara surabaya!!! mben undang lah nang Jazz Traffic festival plis plis,jaksel
Kerja sambil healing juga oke,jaksel
"I had to endure a difficult year in which I had to go out to take pictures,while assuming that everyone could become an asymptomatic carrier,including myself. Id to conquer my own fear, take risk to capture key moments amid the pandemic that infects ampkills many people in Jakarta",jaksel
"Maaf ya lupa ngabarin, tadi abis motoran ajaa healing ke tempat jauh mumpung libur. Sekarang aku udh di rumah kok, love u",jaksel
Jujurly enak sangaddd,jaksel
which one is better ?,jaksel
Belakangan ini banyak banget penimpu yang mengatas namankan Harus lebih hati hati lagi yah Untuk lebih amannya langsung aja ke wabesite yah bestie ini yang aslinya AwasModus,jaksel
Wkwkkw ngakak kalo google ngomong bestie.,jaksel
"Knp byk orang tdk pintar jd pemimpin? 1. Percaya diri gt drpd kompetensi, 2. Kita lebih suka tokoh karismatik, 3 Narsis Why do so many incompetent men become leaders? Tomas Chamorro-Premuzic... via",jaksel
"Masih belom tidur karna .. overthinking Nontonin Master Chef Season 6 baru nggeh aku cuma ngikutin cuma secuil dari season 6 ini , yaudah deh nonton di yutub aje",jaksel
"Capek sendiri, futur sendiri, healing sendiri, nyemangatin sendiri is another level of strong.",jaksel
Paling relate di kehidupan perkrospitanku 2020 post di sini aja mau post di igs nanti dibaca coach masih perang dingin literally tiap hari,jaksel
"Alibi target pasarnya bukan kamu sih menurutku karena dia udah gak peduli kamu mau ngomong apa, take it or leave it.Bisa juga dia gak punya alasan atau fakta kuat untuk membela produknya dari kritikanmu yang berarti kritikmu kena tapi di denial",jaksel
"Malas nya belum tidur diatas jam 10, overthinking",jaksel
"having my afternoon coffee while reading about this ipk 1,77 shits",jaksel
Overthinking soal zakat mal. Takut salah ngitung.,jaksel
Saturday is santuy,jaksel
Gak ngapa ngapa kok healing,jaksel
Misterius Cuek Bodo amatan Enjoy Santuy Friendly,jaksel
itu dosen apa bocah kecil yg kepo sih?,jaksel
She is my bestie,jaksel
"Sudah lama tidak overthinking, karena menurutku menyita waktu dan i wasnt lose myself. Now im starting to lose myself again, worrying everything i shouldnt be worried about.",jaksel
I'm inviting you to join Intellifluence so you can collaborate with Influencers and promote your product or service! Sign up and get 50 off your first month with the best influencermarketing platform around! via,jaksel
Mfer really said ikhlas dalam bekerja internship tanpa pamrih It's goverment program and the program literally said the intern would get paid. U blind or something? Politic always never fail to disgust me.,jaksel
"Bener banget, 2x dibantu support system jalur doa ortu.",jaksel
