text,label
Marcel yg bertato donk tetap Ada bedanya.aku dari dulu bisa bedain kok,alay
Yg genduut hhahaha... ?,alay
Ka yg tatto dan ka yg cadel ?,alay
Ehhh btw tattoan smua gak yaa. Kl yg satu g bertatto brrt ak suka yg itu.hehheeh,alay
Yg kana marchel yg kiri mischa,alay
Yg tengah pacarnya marcel kali...?,alay
dtg doong ke pungo,alay
Yg tatoan marcel,alay
aku bisa bedain. aku ngefans sama yang kanan kak,alay
Yg kiri ka mischa yg kanan ka marcel,alay
Yg sbelah kanan cew it mischa yg sblah kirinya marcel.,alay
"yg keliatan tatonya kak marcel, yg rambut panjang itu mischa",alay
Aku tauuu,alay
Yg sebelah kanan kak mischa yg sebelah kiri kak marcel yg tengaj,alay
Yg tengah deasy,alay
Yg kiri ka marcel . Org itu di pungopg kn . Ps itu jg liat kk di situ abis dri pungpg k. Dllyst kn nongkrong hee,alay
Kanan marcel yg ad tattoo... Kiri mischa with his charming smile,alay
yg pke tato kk y,alay
Gmpg bgt yg bertato yg engk br mischa yg tengah mah gk penting ????,alay
"Diliat dr penonton, Misya kiri, marcel kanan. Ak mah apal",alay
ingat dak artis ni . rupa2nya ada kembaq ????,alay
Yg jelas kalian milik aku. Wkwkwk mimpi,alay
"Yg marcell yg ganteng n laki bngt,yg ada tatonya, yg tngh pacarnya ko marcell, yg kiri ko mischa, klw mischa mknya sdkit kyk prmpuan",alay
"Yg tengah pcarny kak marcel, kak marcel yg kanan??",alay
kalo ketuker gmana? ???,alay
i ketemunya yang Mischa... Udah fix banget??,alay
Yg kak tu yg ada tato nya iya kan,alay
"Banyak yg bilang mirip,mirip drimnanya?jauh bgt cntikan dia huu-_-",alay
Kak tetangga masa gitu masih ada gak?,alay
Edaaaan cantiknya,alay
"Mw tambah Tinggi dgn GARANSI3-10cm ??? atau turun BB dgn metode diet yg ampuh tanpa rasa lapar!5-15kg dalam satu minggu ?? cek ig kita , BBM NYA KLIK PIN.BBM.COM",alay
si chelsea cantik bngt ya,alay
mirip syp ? aku !? PUJIAN YG wkwwkw bcnda ay,alay
Cuute cantiiik,alay
Ahhh my fav???,alay
Uhhh.....its beautiful.....,alay
Bazengg cakep banget,alay
Haiii cantik bangat dirimu ...????,alay
"BOSAAN???? DENGAN KAMU YANG KECIL DAN GITU2 AJA??? , UDAH PAKE OBAT DAN ALAT KMANA2 GAK ADA .. YUUK SISTA CEK IG BBM PIN .",alay
Miripp ka angell,alay
Difoto in kk mirip kyk,alay
"LOGIKA lg mas bro..kl yesus adlh Tuhan, selama yesus mati di kayu salib 3hari alam semesta beserta isi nya ini atas kontrol siapa?? Apakah alam semesta beserta isinya dlm status quo selama 3hari?? Hrsnya sdh hancur alam semesta ini bertabrakan antar planet krn sang pengaturnya sedang mati..ini menjelaskan bhw ada ALLAH SWT yg pegang kendali dan itu bkn yesus yg sdg mati di kayu salib ?",alay
"Hanya org yg beriman yg bisa memahami jd kamu tdk perlu menjelaskan secara teori, itu soal kepercayaan seseorang krn kepercayaan itu bukan logika, Ok",alay
"Hehehe...gmn bisa percaya kl dgn logika saja sdh tidak masuk. Itu guna Allah ksh otak utk manusia berpikir, mencerna dan membedakan mana benar mana salah. Kl salah di anggap benar pdhl akal pikiran pun menolak itu namanya DOKTRIN bukan lg IMAN. Manusia merdeka kok mau di doktrin ?",alay
Jd?! Apa maksud anda dgn semua komentar2 yg ada ini??,alay
"Mengajarkan anda berpikir LOGIKA, menyajikan kenyataan2 yg bisa di olah oleh akal, kemudian silahkan mencerna benar atau salah yg anda sebut sbg iman, selebihnya keputusan anda? hidayah itu dtg lwt mana saja, semoga anda salah satu yg di beri hidayah oleh Allah, krn hidayah sejatinya hanya milik Allah SWT, dan nikmati lezatnya hidangan iman yg sebenarnya ?",alay
"Saya menikmati rahmat Tuhan yg luar biasa, lewat cara hidup yg Tuhan sy ajarkan dlm Alkitab, berdoa, bekerja dan bersyukur itu sdh jd kewajiban sy dan hidup terasa damai spt yg mba katakan, terserah apa yg kamu katakan, sy tetap cinta Yesus Sang Juruselamat. Agama saya mengajarkan cara bertoleransi yg baik jd sy hargai pemikiran anda tp itu hanya sebatas diskusi sj tdk merubah cara pikir sy krn sy sdh di oleh Putra-Nya yg KUDUS, terimakasih utk diskusinya -",alay
tunggu lo jadi ustad paling sukses baru gua mau percaya sama omongan sampah lo.,alay
"??...di Alquran jg sdh di blg..org2 sesat itu malah semakin di tutup telinga, mata dan hati nya oleh Allah SWT agar ia semakin jauh dr Allah. Makanya gw blg hidayah itu hanya milik Allah, sukur2 lu yg sesat dpt hidayah dr Allah tp kemungkinannya kecil??",alay
"ini baru bener, diskusi yg menarik menurut mba femy walau dlm hati kecil semua pernyataan saya masuk akal dan bisa di terima logika, semoga diskusi kita jadi langkah awal mba femy menjemput hidayah aamiin ?",alay
"satu lg, gw ksh lu satu ayat yg ada di alkitab lu, yohannes 173 itu jg menurut lu sampah???...?? baek2 lu..",alay
semua agama itu baik adanya hati2 sma perkataanmu menghina yg menciptakan manusia hahahah smua agama itu sma cma caranya aja yg berbeda gak usah sok nasehatin blm tentu situ jg menjalankan agamanya dgn baik kan??? Jgn menghakimi sesama manusia krna sesungguhnya penghakiman itu hnya milik Tuhan ??,alay
"di mana letak sama nya?? Muslim menyembah Allah SWT, km menyembah siapa?? Jawab yg bener yaa..?? jgn sama2 kan islam dgn agama yg lain. Tidak ada 1 agama pun yg sama, kl sama utk apa beda2 agama?? Pakai logika baru bicara, jgn km selamurkan dgn bahasa semua agama sama cuma cara nya berbeda2, skrg yg kalian sembah siapa?? Saya bkn menghakimi tapi saya syiar agama, saya tunjukkan mana yg masuk logika, silahkan telaah lg agamamu dgn logika ya, baca yohannes 173 dgn baik",alay
"Kalau muslim meyakini apa yg dibkatakan yesus di yohannes 173 ""inilah hidup yg kekal itu, yaitu bhw mrk mengenal Engkau SATU SATU NYA ALLAH YG BENAR, dan mengenal YESUS yang telah Engkau UTUS"" baca doonk yg benar, yesus cuma UTUSANNABI , yg di maksud Engkau itu siapa?? ALLAH YANG SATU. Islam sejalan dgn ajaran yesus, lah kamu malah menuhankan yesus, ngaku pengikuy yesus tp malah membangkang ajaran yesus ??",alay
"Aduh ngmngin logika,nabi isa juga lahir dr maria yg perawan , logika nya dmn tuch,nwkwkkwk",alay
"Jangan pada menghina juga lah, kalau pun agamamu benar belum tentu u org yg benar",alay
"Dan satu hal ngmngin logika,berarti isa gak berlogika tu,lahir dr mariyam , n mariyam nya perawan",alay
Wkwkkwkwk gak logika kan????????????????,alay
"Jgn pada ribut , lebih baik baca AL-QURAN . muslim or non muslim baca qur'an biar dapet mujizat semua . Amiin .",alay
maaf sblmnya mba yulia .. Bukan maksd aku mau sok bner . tp kalo kita bicara logika . kebesaran allah memang di luar logika manusia . kalo nabi adam dan hawa saja bisa tercipta tanpa lahir dr seorang rahim wanita .. Berarti bukan hal yg mustahil bagi isa lahir dari seorang perawan .. Allah maha besar . semua rosul utusannya di beri kelebihan dan kekuatan nya masing2 . agar umatnya ikut menyadari kebesaran allah . logika kembali . adkah manusia yg bisa menbelah lautan ? Tidak ada . namun bagi allah tak ada yg tak mungkin . karna ia ingin kita semua melihat kebesarannya . ??,alay
iya mba . ayuk kita baca alquran . dan fahami maksudnya .. Islam sangat sempurna .. Jika banyak yg mngira islam kurang bertolernsi . slahkan lah orangnya .. Krna islam sangat mengajarkan tolernsi . dalam sifat allah . seperti Arrahman dan arrahim,alay
Semoga kita selalu dalam lindungannya aminn ?????,alay
"Agama apapun terkandang ada yg tdk berlogika, baca tu 777el!!!!!!!",alay
"tdk ada yg mungkin dgn kehendak Allah swt.. Dgn ada nya isa yg di lahirkan oleh maryam yg perawan dan tdk di sentuh oleh lelaki, gitu aja di sebut tuhan atau anak tuhan.. Nabi adamanusia pertama juga yg lebih canggih lagi, beliau di ciptakan tanpa ayah dan ibu.",alay
Sayang nya ane skrang banyak sibuk nya. Sbnarnya ane ingi mengungkap kekeliruan dlm aga kristen.,alay
Para judgement muncul semua dah....oalaaaa...tepokjidataja,alay
"Pahami agamamu sesuai ajarannya, jangan membahas agama lain. Kamu beragama tujuan kamu hanya masuk surga kelak, jika kamu sudah mati. Apakah kamu akan masuk surga jika kamu menganggap agama lain tidak benar? Tidak akan masuk, karena Tuhan tidak menyukai orang yang suka menjelekan satu dengan yang lain.",alay
"Hadeuuh . Kalo artis ngomong soal agama aja pada ngejudge dia . Terus agama sendiri ""dikemanain"" ?!?! . MIKIR DONG . jangan pada bisanya orang . ?",alay
kak.. Pake next say Tuhan Yesus aja biar gk keluar berita yg aneh2-_-,alay
"semua agama tuh punya kitab suci sendiri!!n km suruh semua orang baca quran?gmn agamanya?but..aku ngak mau ada yg marah ato ribut lah!!!yg bilang kak Sandra islam,apakah kalian tau??dia jg mendirikan gereja di ntt,trus dia jg ngeshare tentang Tuhan pas paskah kan??nah kita kan harus bersatu walau pun ber beda beda...kita percayai saja agama masing masing ok??",alay
"Tuhan Yesus atau Tuhan Allah nih? Yesus itu Tuhan atau anak Tuhan? Biasanya Yesus di sebutnya anak Allah, artinya Allah bpknya Yesus anaknya ya? Lah kok yg komen di atas sebut yesus dgn sebutan Tuhan Yesus? Jd Allah yg benar yg mana? Yg bapak nya atau yg anaknya? Nah lho bingung kan?..? yg benar itu adlh Laa ilaaha Illallahtiada Tuhan selain Allah, cuma 1 yaitu Allah qulhuwawlahu ahad lamyalid walam yulad, walam yaqulahuqufuwan ahadtidak beranak dan tidak diperanakkan, tidak ada seorangpun yang setara dgn Allah islam lebih tegas dlm bicara tentang Allah. Tdk abu- abu...",alay
"benar menurutmu belum tentu benar menurut orang lain. Sebutan itu semua ada asal usulnya, coba baca2 alkitab dan tanya pendeta biar tau dan ga asal mendoktrin orang lain dengan agamamu di akun orang lain yg punya keyakinan berbeda denganmu. Kalau kamu begitu mencintai agamamu seharusnya kamu bisa menghargai orang lain dgn lbh baik dengan tidak sembarangan memposting komen SARA.",alay
"hrsnya jwb komen sy dgn menjelaskan pertanyaan saya, bkn seolah bijaksana tp tdk menjelaskan perkara. Sy kan bertanya yg benar Tuhan yesus atau Tuhan Allah? Mrk dua pribadi yg berbeda kan? 3 malah..3 pribadi berbeda tapi 1, kan gk masuk akal. Budi, rudi, andi tapi mrk adlh 1. Agama itu bkn cm iman tp jg logika. Bagaimana org bs beriman kl tdk masuk logika? Itu tdk lbh dgn doktrin, dipaksakan.",alay
"Tdk ada yg salah atas posting mba dewi, tp saya mempertanyakan komen2 yg sebut Tuhannya dgn berbeda2 pdhl dlm 1 agama yg sama. Tuhan yesus, Tuhan Allah..yesus adlh Allah??",alay
Jika yesus adlh Allah mengapa saat di salib dia sebut eli..eli..namasabatani Ya Allah mengapa Engkau meninggalkan aku. Pertanyaan seorang yesus yg putus asa di kayu salib kpd Allah Tuhannya.,alay
Seorang ' Tuhan' putus asa? Mengapa tdk dia pakai kekuasaannya sbg Tuhan utk melepaskannya dr kayu salib??..mengapa dia menjerit meminta pertolongan Allah?? Itulah logika ?,alay
"kalo ga tau, baca alkitab! jangan cuma di liat intinya saja1 kalimat saja. baca yg sebelum2nya. Yesus itu lahir di dunia sbagai Manusia,bangkit dari antara orang mati di hari 3 setelah Dia mati disalibkan untuk menebus dosa manusia di dunia, lalu setelah 40 hari Dia bangkit dari kematian,Ia naik ke Sorga sebagai Roh Kudus, tinggal di dalam Sorga sebagai Tuhan Allah. tetapi Dia skrg ada dihati kami masing2 sebagai Roh Kudus!",alay
Amiin,alay
Sedihh...,alay
"Kangen banget ka olga syahputra sumpah, jauhkan ka olga dari api neraka ya allah?",alay
Kak olgaaaa kangennnn,alay
smga amal kebaikan anda d lipat gndakAn,alay
Kangen almarhum kk olga,alay
Rindu sekangen kangeeeeeeeenya sm olga saputra,alay
RIndu k olga,alay
Suka bgt sama postingan luna yg ini..persahabatan.. Real best friend,alay
"Y-ALLAH kangen kak bgtt sma kak olga,,,,gaa akn ada yg bisa ganti'kn kak olga...smg kak olga tnang d'sisi-NYA",alay
Ya Allah kangen sma bang Olga ???,alay
Kangennnn olgaa syahputraa ?????,alay
Kgeeeen,alay
Kangeenn sama alm kak olga..,alay
Kangennn olga .ya allah kangen bangeeeet,alay
Miss you kak olga... smoga kak tnang di sana,alay
Hdup mati kita. Kita g pernah tau. Entah nanti bsok atau hbis ini kita mti kita g tau..,alay
kangen bngetttt,alay
Kangeen kak olga,alay
"Kangen kebersamaan ROL raffi olga luna ,kangen bgect",alay
Ya allah kangen bangat dgn kalian... kapan ya berkumpul lagi,alay
Ko suka upload ini terus sih sedih banget orang orang yang sayang ama beliau rd juga sedih yah ikhlas ajah sahabat rd aja tak ada rd juga wajib ikhlas ajah sama tuhan.,alay
"Luna,mohon jangan dihapus fto ni biar jadi kenangan bagi kita semua",alay
"Ka olga semoga amal kebaikan""y d trima oleh allah. smoga jg d TEMPATkan dssi mu ya allah .... amin",alay
Ya allah kngenn bngett,alay
"KANGEN KA LUNA, KA OLGA. CUMA BISA KA LUNA.KA OLGA DAN KA RAFFI BISA BERTIGA LAGI DI DAHSYAT. YG LUCU.YG BIKIN HARI HARI ?",alay
Ka olga kangeeeeennn,alay
Olgaaa.pengen dgr lucu lo lagii.dasyat itu ngak asyik sekarang karna ngak ada lo olga.?,alay
Jadi keluar ni aer mata kalo bgni ' kk olga sya rindu pake skalii ',alay
Kngen,alay
Miss you kk olga?,alay
hik..hik..ikutan tumpah..sakit rasanya ditinggal ama org yg kita sayang spt alm MissOlga,alay
Gg bisa move on dtinggl kk olga..?,alay
Kak luna terima kasih sudah jadi sahabat terbaiiikkkkk almarhum olga by dian olgalovers,alay
Tunik murahhh,alay
pecahhg,alay
"kak kapan ihh kita photo bareng lagi , skrang aku makin cantik kak heheh pede banget yahh , aku putih kaya gini kan atas saran kaka buat pakai produk dr cuman 1bulan kan kulit aku berubah total hehe.",alay
kamu adek aku kakakgh,alay
Begh jan emboh pokok wong loro kuwi. Terbaeeeek..,alay
beh badai bet,alay
aku pngen poto koyok ngene,alay
Parah emg,alay
maudy ayunda mirip kokomu nih versi prempuan,alay
Pengen Menarik Namun Payudara Kecil? Tenang Ko Sekarang Udah Ada Solusinya Invite Aja Langsung Cek Ig,alay
Manteep,alay
"Wihh asalnya saya gk percaya sama produk yg katanya bisa membesarkan dan mengencangkan payudara, pas saya coba 20 hari aku merasa ada perubahan dengan payudaraku , ngerii bangettt dehh makasih ya",alay
"Aku kira iklan Pantine, pertama kali lihat yg bikin menarik itu rambutnya. Pas baca caption baru nggeh kalo ini buzzer Loreal.",alay
two of my most faves in Indonesiaaa ??,alay
"Makasih ya infonya, beneran tau setelah pakai masker dari , wajah aku jadi cerah dan jerawat pun hilang Ini pin BBM nya . sebarkan yuk info ini_",alay
Inia lho cantik indonesia?,alay
"Aku maluu banget sama , dulu saya sempet DC bbm nya karna aku gk percaya sama sekali sama produknya, tapi pas saya invite lagi dan cobaaaa produknya , ngerii banget perubahannya,masa cuma dalam waktu 7 hari kulit aku jadi putih waw bangett dehhh gak akn nyesel ,kalian coba cepetan jangan mau kalah sama aku cek aja langsung ig nya ga akan nyesel aku udah buktiin sekarang giliran kalian",alay
duh pagi-pagi ada yg beginian re rasanya....,alay
Ntapsss,alay
Hair goals njir,alay
Kunjungi IG kamiiii batiknya cantik,alay
Kapan lagi punya karpet motif yg sesuai keinginan kamu. Order yuk.,alay
Cantik bgttt,alay
U r a great mom ...sll smangat ya mb..sedih bc nya,alay
"kalian membuatku terharu ' makasih byk, alhamdulillah punya temen2 yg baik hati, semoga Allah selalu melindungi kalian juga yaa ???",alay
"amiin ya Allah, many thanks dear ??? alhamdulillah byk yg sayang sama mika '",alay
Hai zahra syg..aq beneran terharu baca postingan qmu..aq dokter jdi tw gimana sdkit2 tntg penyakitny si jagoan mika..InsyaAllah gak da yg gak mgkin klo Allah sudah berkehendak..yg penting qmu n mika slalu sabar..kuat n slalu rajin bwt ngajarin mika tntg pa pun..krn smakin rajin qmu ajak dy interaksi spt anak laenny maka mika jga InsyaAllah bisa lebih baik dri anak laenny jga..doakan ira jga yach smoga bsa dapet momongan scpatny..amiinnn trus semangat yach bwt mika..,alay
Walaupun telat tapi sampein salam ira bwt mika yach..happy birthday nak..smoga mika slalu jdi anak yg terhebat bwt orang tuany n jdi anak yg sholeh n disayang Allah..amiiinn ya rabbal alamin...,alay
"hai ira, maaf bgt aku baru baca komenmu.. Terimakasih byk doanya amiin ya Allah... semoga Allah membalas kebaikanmu dear ?",alay
Iyaaa gpp super mom.._ amiinn ya Allah..ttp slalu jdi wanita sholeha n ibu yg hebat yach dear..,alay
"amiiinnn yaa Rabb, thanks dear",alay
"Teteh aku baru baca. Doaku, mudah2an semua doa2 orang yg comment dan berdoa buat putranya teteh dan keluarga teteh, dikabulkan oleh Allah SWT. Amin Ya Rabbal alamiiiin.. Peluk cium utk mika dan malik ????",alay
"amiiinn yaa Rabbal alamiin, many thanks dear ???",alay
Mikaaa cakep arabian baby bgttt semoga pjg umur yahhh syg adeeek jd anak soleh amin yra,alay
Semoga teteh dapat menjalankan amanah dr allah aminnn semangat teh,alay
"Ya allah kak q bca ini ampe netes air mataq,q byangin itu trjadi ma q,q skrg pnya baby girl umur 6bln,kalo q ada dposisi kakak,mgkn q g akan sekuat kakak..perjuangan ibu utk anaknya memang maha dasyat,ini menginspirasi saya kak,,q sungguh mengagumi kesabaran mu.",alay
"Mba, apakah harus di sekolah kebutuhan khusus bila kondisinya spt Mika, adik ipar ku tanda2nya spt Mika. Mohon dijwb. Tks",alay
"happy super belated birthday mikail smoga jadi anak yg sholeh,membanggakan kedua orgtuanya,sehat selalu,investasi dunia akherat org tua...aamiin,bunda pasti banyak belajar hal dari si adorable mika smoga Allah SWT slalu memberkahi merahmati sekeluarga aamiin",alay
"mudah2an anakmu sehat selalu tidak kekurangan apapun,amiin.. Despite of his condition, aku belajar byk dr mika, he's my teacher ?",alay
"mika ga sekolah di tmpt anak2 berkebutuhan khusus, dia di sekolah biasa tp sekolahnya inklusi, artinya dia menerima anak2 berkebutuhan khusus, disatukan dgn anak2 yg normal, dgn begitu si anak spesial ini termotivasi utk seperti tmn2nya, bahkan lebih",alay
"amiinn ya Rabb, makasih doanya sayy, betul bgt aku belajar byk dr dia..??",alay
"Aku sungguh mengagumi mu kak...q pgen jd istri,ibu kyk kakak,.km benar2 menginspirasi ku.",alay
"Pgn cium pipi mika ,, salaam buat mika y kakk",alay
kiss2 buat mikaa ya mba,alay
"Nangis bacanya mba, ,, bunda yg hebat, jagoan mika jg sama hebatnya pastinya",alay
"semangat terus ya kak, terharu bacanya sampek nangis. salam sayang buat mikaa",alay
"sedih baca na teh, aq bisa ngerasain apa yg di rasain teteh soal na aq juga pernah ngajar anak autis jadi tau gmn hati dri semua ibu yg memiliki anak seperti dek mika, teteh yg sabar yaa dri awal saya liad fto2 teteh saya ngerasa ada yg laen sama dek mika setelah baca tulisan teteh tebakan saya benar, sekali lagi yg sabar ya teteh cantik...semua anak pasti membawa berkah tersendiri",alay
Mirip bgt sama kak .. Semoga sehat selalu yaa mika ??,alay
"Ya Allah... aku nangis bacanya teh, teringat mamaku yg dlu berjuang untukku karna aku punya kelainan pada otak. Cairan otak kananku kosong sejak dallam kandungan. mungkin kalau saja terlambat diobati aku bisa tak seberuntung mika.. aku didiagnosa bisa gila.. tp alhamdulillah Allah punya bantuan untuk hambaNya yg bersabar.. semoga mika dapat sembuh, seperti aku yg sekarang sudh sembuh dan menikmati hidup dgn indah. Dan semoga teteh selalu diberi kesabaran atas cobaan dan pertanyaan orang2 tentanh mika. Love you mika, love you teh zahra ???",alay
"Mika akan menjadi anak yang luarbiasa , amiin... Super dasyat buat bunda",alay
Pingin nangiss.. bangga bgt juga. Salut buat kak yg jd bunda sabar bgt..,alay
"Ya benar mbak , karna semua anak itu uniqe , coba deh mbak nnton film taare zameen par , kejadianny hampir sama tp ada penyelesaian kalo kita ada kemauan .. ?",alay
"Yg sabar ya kk insyaallah smua jalan slalu dipermudah ALLAH SWT jika kita ikhlas,yg penting mika slalu didampingi oleh kk n klg bahagianya jd kk ibu yg hebat ,,semangat kk,,titip cium sayaang buat de'mika smoga panjang umur ,slalu jd kebanggan klg dan jd anak yg soleh yg slalu mendoakan kedua org tuanya,amien ya robb",alay
Bahagianya jd de'mika,alay
Bahagianya jd de mika punya ibu yg cantik dan sayaang sama klg,alay
Proud of you bunda ....Allah memberikan keistimewaan pd msg2 anak. Dan bunda telah melakukan yg terbaik buat Mika. Smg Mika tumbuh menjadi anak yg soleh yg menjadi kebanggaan org tuanya. Selamat ulang tahun buat Mika tersayang.....,alay
"huaa irmaa maafkan baru baca.. Terharu bgt.. Kata dokter, aku bisa dan harus berharap banyak pd mika, dia bisa jadi apa aja yg dia mau, tp aku hrs sabar bgt.. Kalo anak lain lari dr satu tempat ke tempat lain perlu waktu 30 detik, buat mika bisa 4-5x lebih lama.. Iya ma, aku nyesel bgt ga sempet ketemu sblm pindah.. Thanks for trusting me, pdhl aku ngerasa ga bantu byk.. Pgnnya meluk, tp ga bisa.. Mudah2an nanti abis lebaran bisa ketemu.. Be strong, be patient, u're a great mom for anei, she is lucky to have you, you are lucky to have her.. We miss you a lot! Big hug and kisses ???",alay
kata2nya gak gombal lg.. Duh,alay
duhh hae,alay
Romantis bangeet siiihhh miaw mupeng baper melting,alay
Nah trus giliran kita kapan mbak ?,alay
Mau gini mas,alay
Hehe yauda nanti mas buat gitu,alay
Tak caya kalip,alay
Pingin kpn km peka,alay
Mna bukanya alenzka ny d buang geleuh,alay
Sumpah ini malah suaminya yg romantis bgt,alay
Mau ikut PO suami yg kek gini gak?,alay
nisss ini liat aduHhhhhhhhh,alay
Bangettt aahaha,alay
buseett,alay
kapan gitu mblo?,alay
nyari yg model bgini dimana ya?,alay
Kapan km bikin caption kek gini buat aku ??,alay
?? kapan para pria cuek ini bisa jadi kaya gini,alay
captionnya bkin meleleh ?,alay
Mereka mirip . Lah aku ga ada mirip sama keluarga,alay
mirip bgt yaa..,alay
Haha tuhanya males D,alay
"njir 99,8",alay
caption'e lucuuu ?hhhh,alay
Sama gagahx,alay
miriiiip kaliiii??,alay
Miriiiip bgt,alay
"Wajahnya sama ky daddy, tapi hati copy paste bunda maia ya, dul. ?",alay
Wahh persis bgt yakk ....,alay
Cloningan. Mudah-mudah ga niru tingkah bpknya ?,alay
Mudah2an kamu lebih baik dari bpkmu,alay
Kwkwkw bisa aje,alay
Hhhh kekel aq guyu hadeh banget mirip nya dul,alay
Mirip sangt,alay
Ass..ka ica aku mau endorse hub kmn ya,alay
Selamat ya Icha...semoga sehat selalu dgn babynya.slm.,alay
boleh gak adek galau bentar baang jadisedih,alay
ini juga gasih???? Wkwkwkwk kasian ya dia,alay
gak nes. Miripan tadi. Wkwkwk,alay
anaknya dude pake motercare juga mba,alay
Cantik bgt icha,alay
Borong hijab nya yuu cantik .. yg mau berbisnis gabung ig aqu yuuu,alay
"Kak ichaa... Cantiik banget,",alay
Yukk follow ada cardigan cocok untuk keseharian anda cuma 55-65rb aja,alay
Cantikk and gantengg,alay
Kapan sinetron x an SB tayang ? kt dah kangen bgt nih ?,alay
seneng liat pasangan ini,alay
Samaa...eike juga seneng liatnya..ngademin,alay
Aahh. . . Ngiri banget. .,alay
Pengen foto kayak gini,alay
Kakkk ayuk hidup sehat yukk saya tau caranya aku tunggu ya kakk makasi looo LINE nisaardi PIN BB,alay
". Mau penampilan kece tapi gak pake mahal?? Ayo mari Follow Semua ada disini tuk keperluan Fashion,tas Sepatu..",alay
"Cari kado ultah, anniv, dll utk orang yg disayang yg anti mainstream? tapi lagi bokek? Cek ig kami yuk jual DOODLE ART FULL CUSTOM SEJAGAD RAYA cek dulu aja ka, dijamin ga nyesel",alay
"Kaya kalo uda makan,, hahah",alay
Keluarin m4,alay
cha begini yokk,alay
ayoook,alay
Ca kaya gini ahaha,alay
KEREN GILS,alay
Beli dulu nya baru foto kek gini,alay
Mong minta aja ono ama tembok,alay
kapan kita foto kayak begini kak? pke calvin klein ???,alay
kpn mon kek gni wkwk,alay
Ah nggak artsy wkwk,alay
"Gua ss gua print ah fotonya 10R trs tempel di kamar tulisannya ""C'MON GIRL U'R BODY CAN BE LIKE THEM""",alay
ayo sis kurus trus foto sama aku kayak gini????,alay
Weeeh bagiin tips suksea jadi selebgram loh! Mau? Yuk join!,alay
Kenapa bisa temenan sama seungri ka wk wk,alay
Kok bisa yah ...??,alay
Temenan ....?,alay
Kok bsa sehh? Deket bgt ? Temen dekt? Ihh sumpah envy bgtt ????,alay
seungriii genggg,alay
bsok kita sama jinyoung gtu,alay
"Ya ampun, itu kenapa yawloh",alay
"kak , seungri oppa gimana orangnya asik gak , baik gak . Hehe",alay
gue kapan gini sama chanyeol we? dan lo kapan gini sama mingyu we? dan lo kapan balikan sama hans we?,alay
Njirr,alay
plen bhnya,alay
Anjay km stalk -.-,alay
wkwkkw dlu Aku rjun stkl ini a,alay
Anjirrrr,alay
Cucokkk,alay
Yey ulang tahun kak marcel sama kayak aku loo ????,alay
Ultahnya samaaaa kak marcellll sama aku happy birthday to you wakakaka gak nyangka???,alay
"Happy birthday kak, semoga bahagia selalu dan segera married. Tuhan memberkati semua aspek dlm kehidupanmu. ??",alay
Happy birthday kak.. Long life and healthy always yaaa kak.. God bless you,alay
Happy birthday abanggku sayanggg,alay
Bigsize dan murah lagii dsni ajaa ???,alay
"Pusat Tas Jam Branded Harga Mahasiswa, silahkan mampir.",alay
Ciieeeeeee? HBD my sweatheart ??,alay
"Hepi bday kokohh,,",alay
Cieeeee... Kuenya sukaaa... Pdhal dah takuttt tuh.. Hahahahaaa ???,alay
"Mampir yuks ke olshop baru ku BAJU WANITA DRESS , SKIRT , SWEATER , SHIRT , ETC PRICE BEGIN FROM 30K",alay
"Kak follback yah ,aku yng kmrn di pontianak yang sama bg rafly di mercure kmrn",alay
"Yang kata bg rafly aku pnjual tiket terbanyak , plisee follback yh kak",alay
emm gak mirip sama pacarmu,alay
Ahhh mirip dong sma abii,alay
"Kami menjual bantal foto printing full color dan ga gampang luntur, ada GKM, bando TVkipas , tas foto..",alay
ka marcel maen dung kegaruda martial arts mampir latian ajak ka catty dll oke happy bday u all the best,alay
"Kak marcel happy birthday yaaaa! Berharap bgt commentnya dibales, apalagi ampe ketemu lgsg. Aaaaaaakkk mauuuu'",alay
Happy birthday kakak ganteng dengan kembarannya yg ganteng ya ga ketinggalan. Sukses terus ya kak. Soga bisa jumpa sama kalian berdua kak Tuhan memberkati?????,alay
yuki nama snapchat kmu apa,alay
Kak kok aku check efeknya gak ada yg kayak gitu Kak?,alay
Lucu kak kngen pngen lihat tteh main sintron lagi,alay
Harus pake email dulu kah itu,alay
Hahahah lol efek nya gagal astagaa ke waktu itu w bikin ancurrr??,alay
Nama sc nya ap,alay
td malam kaya begini ???,alay
iaa wkwkwk ??,alay
"Lucu, liat ni",alay
Tuh dblkang yayang y yah..,alay
download ginian,alay
Gimna caranya ka?,alay
Lucu bingit,alay
Kmu gokillllll,alay
"? HANYA BUAT KAMU YG INGIN TAMPIL CANTIK dan MENARIK ??Kini masalah anda semua ada SOLUSI. untuk wajah KUSAM, , dan ingin TAMBAH TINGGI ? ? Mengencangkan Payudara, Lepas Kacamata Minus, Meningkatkan Hormon Kehamilan. Konsultasikan langsung pin add idline herbaltianjin. ada BPOM, HALAL MUI,Tanpaefek samping loh .....",alay
Gokillllll,alay
Hahaha kk lucu,alay
Yuki cntik bgtt,alay
Aplks apa ini,alay
Pengen nyoba,alay
"Yg tau sc kak yukii kasih tau dongg, makasi sebelumnya",alay
aku pling ska denger kak yuki ktawa,alay
amiin,alay
"Kata someonenya hrs dicapslock buat aku deh juy, hehe aamiin yaa ? jodohpastibertemu",alay
