Text,Label
lu ngomong jorok kagak inget dosa?,0
Sanggar tari yang dia kelola diundang dalam banyak kesempatan pertunjukan seni internasional.,1
"Lepas dari soal Macron ato kartun, apakah Islam membenarkan orang menyembelih manusia hanya karena perbedaan keyakinan? Kenapa tokoh2 politisi Islam cenderung denial pada aksi2 biadab yg mengatas-namakan agama?",2
dingin bgt bestie,2
". SALUT ! Bener2 Bela agama islam dengan pengetahuan yg dalam. Ga cuma asal ngomong tong kosong nyaring bunyi, tapi emang betul2 paham dan mendalami pengetahuan agama islam dan agama lain dan membela islam karna BENAR. Sudah saya liat semua komen dari awal komen sampe akhir. Allahuakbar!",0
Zaman sudah semakin dekat dengan informasi alamat tempat tinggal Sri Ningsih di London.,1
Bus meluncur merapat di halte pertama.,1
Pinkkkk,0
Keren gk no,0
"Gak tahu lagi sayang bangt lah pokonya sama kalian bedua tuh, kalian tuh udah kaya sodara gw bgt lah anjir gak ngerti lagi, pas lagi kesel kalian suka tiba tiba muncul, pas gw lagi down kalian yang suka tiba tiba pula ngajak healing , pokonya sayang kalian banyak""",2
Manifesting dong,2
"Thompson Senior berhasil membangun reputasi hebat itu, mereka bekerja keras untuk memastikan setiap harta warisan diselesaikan seadil mungkin, tanpa peduli berapa besar yang akan mereka peroleh.",1
"yapp benar sekali.... Kita memang harus menjaga omongan apalagi yg udah hijab, ga wajar emang yang membully",0
Jalan santuy hari ini membiasakan lg utk tetap bergerak jd bsk tinggal istirahat aja sblm beraktifitas kerja lagi bonus lht monas nyari pohonnya yg dl gk tahu kmn oops,2
Overthinking membunuhmu .....,2
Belum sempat temannya menyadari apa yang terjadi.,1
Kehidupannya di madrasah ini nyaris sempurna.,1
sampe lemes bestie,2
saya setuju dng pndapat km,0
"Hoon leaving NH is not surprising.I know this day will come. No one in Ukissoriginal member stay there anymore.He better follow Soohyun's path, to work independently..I know Hoon n Soohyun are inseparable since the beginning even though they are working on their own..",2
"sunsetz, nothings gonna hurt u baby, crush, sweet",2
"Nusi tertawa sambil menggeleng, ""Dukun beranak bilang cuma satu, Sri.""",1
Hbd semoga panjang umur dilimpahkan rezekinya dehat selalu aminnnnn,0
"Happy new years! If you have a resolution, stick it somewhere else because having a new years resolution is for losers. If you want to make a change happen, make it now and dont put a date on it. Youre not gonna do it anyways. Lets crush it this year!",2
"Banyak yg tanya Ga mudik ta kok malah liburan SBY omahku, trus ate mudik Nandi. Yo lek cah kae, mudik deso mergo omahe deso ga binggung piknik. Aku seng anak kota sibuk piknik ke deso staycation bgsd Nyakiti nya ga tanggung² klo tanya",2
Akhirnya healing ke Jogja,2
even temen sendiri kalau pas tidur meluk2 tuh risih,2
"Jadi, lu kepo..!!",2
Kereenn..,0
"Apakah Ibunya mau ikut ke Paris minggu ini, melamar Aimee.",1
Mikiringtoverthinkinggtga tidur,2
Iy. Btw w blm ngenalin crush ke twitter,2
"""Sri, terima kasih telah menjadi bagian hidupku, melahirkan bayi-bayi kita, sungguh terima kasih.",1
"Gak sukanya punya rambut pendek tuh, cepet bgt lepek literally 4jam setelah keramas udah lepek",2
selamatselamat smg ku cpt nyusul,0
OMFG bestie!! Im crying,2
"Saudagar itu kehilangan anak sulung yang ikut kapal Nugroho, juga peti-peti berisi barang berharga.",1
"""Jakarta, 4 Desember 1967.",1
tai lo jangan mau kalah dong car,0
Cute my baby..slmttt ya kk..titik,0
Relatable-,2
Spill. Karena gua sebenci ini sm bajingan inih,2
muka parsis dg to? Hahahah,0
"Dia tidak sengaja naik busmu, lantas terpana melihatmu yang turun membantu penumpang berkursi roda, pun saat tegas menghadapi penumpang yang berulah.",1
Liat yg ini,0
wkwkwkwk nangis gua',0
Bkan akuma yg animasi nya yg di kartunin tpi jdulnya itu,0
"""Senang bisa naik busmu lagi, Sri.",1
nikah dulu kalii -_-,0
"Seperti buleng, ubrug, sampyong, wayang senggol, sudah jarang.",1
Ihhh lucu banget kak ricky cuara-D,0
Jalan santuy CitraRaya,2
"??GELISAH, , STEESS, JENUH gara"" tak punya momongan, ..!!?? Jngan kwatir kami punya solusinya..? DAN Mengatasi Kista, Miom, Penyumbatan Tuba, Pcos, Troch, Oligosperma, Astheno, dll.????",0
muntah apa bestie malam ini,2
belom cape nih berperan jadi korban yang paling tersakiti? jujurly gue udah empet bgt sis liatnya,2
"Adalah fakta, kami memiliki pewaris yang sah, permainan selesai, kami pasti menang.",1
"Setelah berpindah dua kali, Sri tiba di sana.",1
"Ini mimpi bukan ea??? Y allah olga bangun dong?pangeran surga qu,,,,",0
Im terrified of heights so I cant believe that I did this even if I couldnt do it facing the other way Maybe I should have had the drink beforehand! Bali-eve it GitGitWaterfall,2
Mantaff??,0
Walaupun kmu sdh gak ada olga tpi bayangan dan kebaikan serta candamu tak akan terlupakan dijagad raya ini.... semoga Allah memberimu tempat yg terbaik disisinya...Aminnnn,0
Gue ada tiket nobar film winter in tokyo. Sisa 2. Kalo minat chat ID LINE putridefi ya. Biar dateng rame2 sekarang yam soalnya ditutup jam 5 sore pemesanan tiketnya. Rame2 kesana enak.,0
Ini sungguh di luar dugaannya.,1
"Reeek iki 20 thn wes ddi dokter gigi . Awkdwe """,0
Semoga Allah selalu membimbing dan semoga istiqomah yaa -,0
Fatanik bngt mba jgn terlalu fanatik bisa ketulah loh hahah,0
La itu kan emg aku.,0
Is the corona virus may have an high level inteligence to understand what they want and spread their species to take over humanity around the world?,2
"Dek?"" Nugroho bersimpuh, dengan tangan gemetar meraih tubuh istrinya.",1
"""Aku baik-baik saja, Hakan.",1
"If what you take is right for you, it will definitely make you even better. If not, at least it could be a lesson in the future -BlueDino-",2
"Dia menunjuk ke depan, pengawas sudah memberikan kode agar busnya maju.",1
"Aimee mengangguk, dia melangkah menuju lemari, mengeluarkan kotak kayu kecil.",1
"Tapi hanya alamatnya saja yang masih ada, penghuni rumah sudah berganti setidaknya empat-lima kali sejak tahun 1970-an.",1
Amin.. Sedih sdh gk ada koca,0
I thought the only thing that keeps me going was having hopes. But now i dont even know what hopes I'm holding onto.,2
Yang selalu bikin overthinking tiap hari,2
"Tilamuta bisa memperoleh separuh dari nilai warisan, sisanya dibagikan sesuai wasiat Sri Ningsih, A&Z La w mendapatkan 20% dari lima ratus juta, itu tetap besar nilainya.""",1
"foto nyolong -,-",0
Lemes Bestie via,2
Ini kita ni,0
Zaman nyaris bersorak sambil loncat—mengepalkan tangannya.,1
Hahahahahahaha ngakakkk bgt liaat kelakuan masnya gantweng n driver super,0
"Zaman melihat pergelangan tangan, dia masih punya banyak waktu, memutuskan berhenti sejenak demi mencium aroma lezat daging panggang.",1
jogetin dulu shaay?,0
"Literally minggu ini wkwk, turu keturon tangi alarm awak jek kwesel budhal kerjo",2
How to stop being overthinking?,2
Lucuuu bngttt ngegmesin,0
Yang gak suka diem ajah gausah spam ignya niki atau ngebully nyampah an,0
Pala barbie pusingggg,0
Beda atuh do diamah lebih cantik ?tapi mudah2 karir nya sama kaya gua ?,0
dari overthinking jadi oversinthing ini mah..,2
Berpikir sejenak.,1
"Selalu tepat waktu.""",1
"agnez klo mau ngilangin keriput jg gampang banget, artis terkaya di Indonesia nomor 1.hiihiihi.",0
"Discover hotels around Kabupaten Sragen, Indonesia from 12 EUR per night",2
"Sa, kalungnya pesen dmana?",0
Likely I have to Began to stop join any tweet comments to whom they are who been i follows. No more adrian! You dont have to.. I mostly too often fuckin care about em meanwhile they are nevuh do the same thing even once. Their never to pay me back a little bit attention. Fuck!,2
"during pandemics the industry came through the experience with a few bruises and limited lasting damage. but somehow you should never forget doing your ideas! dreams stemming from anticipation are like ideas and, as plato stated, ideas are better than reality.",2
Nau kamu ingin ngasih tiket ke mami papi kamu haji gk? nauraQnA,0
Support system of my life,2
"Aku terus melakukan diversifikasi produk, menyusul keberhasilan produk sabun mandi 'Rahayu'.",1
Kereeeeennn....,0
"Juga tutup besi di lantai atas, juga terkunci dari dalam—hanya bisa dibuka dari luar.",1
Nama sc nya ap,0
Sering ngikutin gaya nya lg nyanyi,0
Mari kita ovt bestie,2
"Belom ada sebulan udah ziarah ke nyokap nya, diajak ketemu anak2nya, next temen2 nya..we dont even hold hands. Berasa taaruf",2
"Memang tidak perlu ada yang dicemaskan Nugroho, syukuran malam itu berjalan lancar.",1
Jangan pernah takut memulai hal baru.,1
"Dia ingin mengusir jauh pikiran negatif yang melintas tidak terkendali, dengan tidur, semoga itu membantu.",1
Gak ada yang spill sedikit apa..ntar bakal gimana?? Pusing sing sepanjang hari OT mulu.. IkatanCintaEp253,2
Thompson & Co adalah kebalikannya.,1
"Sri mengangguk, menggenggam jemari Hakan.",1
Yg baru ke spill ada 7 jadwal sisanya doi shooting sm recording,2
"literally anyone that plays against me, after a hundred of rematch. and they will talk shit about it forever",2
"Senang itu ketika ngelihat bang andre, sule, parto sama neng nunung dalam 1 stage. Konyol lah pokok nya. Apalagi ada di net.tv haha jadi pngn gabung ngelawak bang, ajarin lah haha",0
"CARATs, its really important to keep mentioning 세븐틴 SEVENTEEN in your safe-related tweets. Were at the top 10 but we surely could do better than this only if we mention them consistently within our tweets. Please take this seriously!",2
Gatau lah inimah gatau hangover gatau overthinking pokonya pala gue puyeng mikirinnya.,2
"""Kamu akan kembali mengunjungiku?",1
"Staycation Patra Semarang - Convention Hotel in Semarang, Jawa Tengah",2
안녕! 우리 돌아왔다! Hai mantan Kepo Lo Ah!,2
Coba kalo udah punya pacar atau crush tuh kasih tau. Biar ekspektasi aku berubah ke yang lain.,2
"""Itulah kisah tentang Sri Ningsih."" Ibu Nur'aini menghela nafas perlahan, ""Sebagian besar aku saksikan sendiri, sebagian lagi aku dengar dari Sri sebelum dia pindah ke Jakarta.""",1
"Kak fatin, kan papa nya kakak ngajar di sma aku hahaha",0
"""Mana Nyai Kiai?",1
"udah lupa ysh pril sm kejadian ini???? sypa yg belain kmu pas kmu bner"" down! ahahaha aj deh buat",0
"Tell us about yourself 1. Raga 2. Single 3. My Heart Will Go On 4. 20985 5. IG 6. J 7. C 8. INA 9.0 10. 0 11. PELAKOR 12. 2020 13. MY CRUSH 14. 170 Drop an emoji, Ill send you the question.",2
"Pengen deeptalk sama ayah,pengen ayah tau sehancur apa aq saat ini,harus pura""bertahan untuk kuat ngejalanin semuanya,kalau ayah tau rasanya capek bgt yah",2
"""Maafkan Sri, Bu....",1
"Kasihan liat dani skg, sngt tdk terawat, rambut, muka ... Pdhl dl wk sm bunda bersih ganteng, skg kok ky gini",0
"Dengan mengunjungi Singapura, Sri sudah sangat dekat dengan tanah kelahirannya, Indonesia.",1
cb besok tanya anak2 apakah kangen daddynya wkwkk,0
muljem udah di bullli masih aja angkuh and sombong..ngaca donk muljem jg makin benci dah wuekkkkkkk,0
Sudah hampir setahun Sri Ningsih tinggal di sana.,1
Not even looks like beauty clinic. More like an office,2
"kak , bener bener makasih banget udh kenalin aku ke kulit aku jd lebih putih dan sehat , gak kusam lagi , begitu pun tinggi badan aku pun naik 4cm dlm jangka waktu kurang lebih 20 hari , aku jd pede skrng makasih ya kak atas sarannya untuk konsumsi produk herbal terbaik di",0
"""Kamu terlihat cantik sekali.",1
masyaAllah 20th udah jadi drg?,0
Han Ji Pyeong denial sih loh!,2
Ikut menatap kota London.,1
Bilang bosan hanya tiduran di atas dipan.,1
"Aku tahu itu special purposes vehicle (SPV), jadi tidak mudah menyelidikinya, informasinya sangat confidential, periksa hingga Cayman Island, Panama, bahkan negara lubang jarum sekalipun."" ""SPV?",1
"why henggarae albums song WAS SO FNG EMOTIONAL, like i always cry for most of the songg even fearless and left and right making me sobs, they got all my feeling especially for this year, thank you so much boys also the cover is so aesthetic",2
"Kayanya bakalan rehat,butuh heart healing agak lamaan",2
Salut bngt sma kak caca..,0
Ujunggg sumatra banyuwangi dlu yukk,0
whatever you want,2
"Zaman dan Ibunya berhak atas harta warisan keluarga, karena seluruh kekayaan ayah Zaman adalah usaha murni, itu bukan harta bawaan istri tuanya.",1
Jujurly pngen gmbar lagii tp !!!!! Apa???,2
"Keluarga mereka memang kaya raya, tapi saat bapaknya kembali tergoda berjudi, hal buruk apapun bisa terjadi.",1
"Dia kepala pabrik yang baru berdiri dua tahun di Pulogadung, dia sering menyewa mobilku dulu.",1
Santuy santuy 24 jam lagi baru terasa tegangnya,2
Hujan turun menyiram kota.,1
bg uus weleh-weleh....hehe...justkid bg,0
mattihhh koenn,0
"Ceceran Oil spill ditemukan mulai dari wilayah Pantai Bungin, Desa Pantaibakti hingga ke Pantai Beting, Muara bendera Desa Pantaibahagia, Muaragembong. Cc",2
kaakaaaa td di sevty nnton srruu banget ka kannn di sabang ... kita ga jmpaaaa huaaa,0
"Jangan mudah menangis, jangan suka mengeluh.",1
Apanya yang kerja rodi?,1
"In a couple days, too much question that comes around in my head... And I dont know how to find the answer..... - 20201230",2
"Untuk yang maha membolak balikan hati, jadikanlah aku pribadi yang lebih baik. Hari hari overthinking.",2
"Saya pernah jadi anak kek gini, jaman saya gay in denial jadinya nyari pelarian dari nafsu seks dengan mendukung fanatik beginian, supaya ""energinya dilampiaskan kesitu"", dan itu terbukti di buku Orwell. Gerakan Fanatik membungkam seksualitas utk diserap energinyaeksploitasi.",2
"The ""panganay"" meaning the eldest member, but who's probably more appropriate being called the ""matnae"" based on his looks and the way he acts. Come on now, ALAMAT_Tomas, who gave you the right to be so darn cute?!",2
"Sejak dosis obatnya didobel makin lethargic amp susah fokus. Can't even put the face to a name when I close my eyes. The upside however, I can't remember the faces of those I do not wish to remember either. ___",2
Lucu bgt gempiii,0
"Triplets, tiga2nya. Sm Appa Ilkook jg",0
"Kabar duka."" Sir Thompson melanjutkan penjelasan, langsung ke poin percakapan, ""Salah-satu klien besar firma hukum telah meninggal enam jam lalu di Paris—sejujurnya aku baru tahu betapa besarnya klien ini.",1
buat 2 lgs kembar bisa yaang? Biar ga ngeluarin lagiiii,0
"Sri tidak perlu menunggu malam, saat itu juga dia bergegas mandi, berganti baju, segera menemui Nur.",1
"Baiklah, setidaknya dia tahu jika Ibu baik-baik saja, tidak serius.",1
"Sejak menerima diary itu dari Aimee, Zaman berkutat di dua halaman pertamanya.",1
"""Atau apa?"" Suara Nusi Maratta menyalak.",1
Bukannya healing malah sinting wkwkw.,2
Ningrum terdiam—meski kemarahan tetap meluap dari tubuhnya.,1
His favourite activity while mine is anything as long as it with him. Tjcaaaahhhh . gombal,2
"Ihh,comel betul la.....",0
Masak besok pagi.,1
Aminn YRA???Terima kasih Allah SWT..Alhamdulillah Terima ksh sll setia mendampingi membimbingku jg .. TQ utk semua doa dan comment2nya jg teman2 ig ???,0
Iyah.. paling klop,0
Overthinking nggk jelas berkedok insomnia,2
Duh kaya tukang cuci tuh cwe ?,0
Zaman dengan menumpang taksi meluncur menuju gedung panti di dekat Menara Eiffel.,1
Ameen,0
"kita ngingetin bukan berarti kita sok suci, sok bijaksana. Itulah akhlah muslimah, saling mengingatkan, saling menasihati. Aneh aja klo ada org yg blg ngapain ngurusin org?! Lah ntar elo2 pada pas meninggal sapa yg mandiin? Sapa yg nguburin? Emg bisa ngurus diri sendiri?",0
"""Kalaupun kita menemukannya, A&Z Law memiliki Tilamuta.""",1
"Ini jarang terjadi memang, tapi dua penghuni panti memutuskan menikah.",1
"Page page ndasmuu. Tetap aja aktifitas ku tiap hari ""overthinking"".",2
Suka bnget sama kaka bertiga itu,0
Uang yang kamu pegang dari penjualan ke kapal haji itu juga tidak perlu dibagi.,1
"Itu kabar buruk, angin kencang akan membawa tampias air, dia pasti kehujanan.",1
"Apus aja sih al foto yg ini jadi merusak semuanya..gara2 ada sosok yg sangat tidak di harapkan.tau dunk siapa..jaga al perasaan bunda mu yg cantik,baik,sabar.",0
Healing dl dr deadline Film Di Cinemaxx Q Mall Banjarbaru,2
Kapan km bikin caption kek gini buat aku ??,0
buseett,0
manifesting things like this happen in my life,2
Gue dengerin bertaut - nadin..gue malah ke inget mas crush yg dengerin lagu ini terus..anjir emang nempel dikuping gue bwsafterparty,2
"""Siapkan sarapan!",1
Happy birthday kakak ganteng dengan kembarannya yg ganteng ya ga ketinggalan. Sukses terus ya kak. Soga bisa jumpa sama kalian berdua kak Tuhan memberkati?????,0
"Wanita yang cantik parasnya, cantik hatinya.",1
Mtanya ga kliatan.. cpit bgt dee,0
"Siapa yang penasaran ada apa aja sih di opening ceremony Asean Para Games 2022? Sini sini mimind spill, sekalian mimind mau semangatin nih buat para atlet yang berjuang semangat yah! Gimana seru kan? ikutan keseruan mimind selanjutnya di Asean Para Games 2022 ya sob!",2
"Itu hal yang biasa.""",1
Im not even making this up bener bener setiap hari ke Canggu ya ampun,2
"I still love you, even at your worst.",2
"Aku barusaja dari rumahnya, memastikan.",1
"Congratulations for all Jakartans!! Finally, our PT can be recognized by the world. We don't need a luxury PT but an integrated system that ease people to move around and reach destinations without any hassles!!",2
"Dunia ini ternyata luas, di luar yang dia bayangkan sewaktu tinggal di Pulau Bungin, akan seru sekali jika besok lusa dia bisa melihat banyak tempat.",1
So sweet bngtt,0
"Tapi kali ini, ijinkan dukun merawat Sri, anak itu membutuhkan pertolongan, atau—""",1
So it August all ready. Pain full month for me. Within two weeks from now will be the 3rd years since I lost you. It Isn't easy for me ndut not having you around cause you were the only sister I had. The pain is still there for sudden lost you...,2
kaya di negeri berbiiiiiihhh,0
Cantikkk parahh dong,0
"Zaman mengangguk, ""Iya.",1
"Ak pikir ak doang yg mlm suka overthinking, eh trnyata km juga. Hehe",2
Semangatku kembali menyala.,1
MiripLahhhhhh kaosnya wkwkwkwkkw ??,0
saya ada bilang kamu sama anda mbak? Mana postingannsaya bilang kamu sama anda? Bisa BACA? Anda sekolah gak? ??? gini dah produk manusia yang di kuasai oleh kekerasan. Dasar gak sopan!,0
"Tidak hanya Amerika, krisis juga merambat hingga Eropa.",1
Sri mengangguk lagi.,1
"Happy birthday ka acha , cantik bgt",0
ampe dia jago nari...,0
"Why should anyone love you if you dont do so? Me ... Pain is certain, suffering is optional. Keep going. Find her. Even though, you can't find ur self.",2
"Gue gak sepercaya itu siih sama Janesh, entah deeh overthinking mulu gue Tapi baca kalimat terakhir, ""Johnny, ini gimana?"" See, kamu gak bisa jauh dari Johnny, Na. Cepet balik daaah",2
Kerusuhan terjadi di mana-mana.,1
"Mendadak matanya terasa panas, air mata merekah dari sana, Sri menangis.",1
"Terima kasih untuk kesempatan mengenalmu, itu adalah salah satu anugerah terbesar hidupku.",1
"""Aku mengajak anak induk semang apartemen.",1
"Aminnn ya rabbal alamin,,,,",0
Bestie...,2
"Ibuk penjual soto lamongan dah pamit mo mudik seminggu beserta bestie"" warung pecel lele lamongan lainny. Survive indomie dan sarden.",2
Ka hari ultahnya tnggl brp?,0
"Ihhh gemes dehh,jd pengen nyubit papa y..ehh salah nyubit dede y...hhhh",0
"Sementara anak gadisnya terus menunduk, merasa bersalah.",1
"Aimee tersenyum, ""Tentu saja boleh.",1
ini ce coba liat XD,0
"sapasih yg punya partitur nawba isbahan, diriku terkepo kepo sm bahasa lagunya",2
Tuhan cantik bangett...,0
BAGI ANDA YANG MERASA SERING ANDA YU MULAI KONSUL SAMA AHLINYA MASALAH TAHUN ONLY CP .,0
Congratz ya Ti.. Moga jd anak soleh kebanggaan ortu nya..amiien,0
"Zaman mengangguk, menunggu.",1
. Slmat ya ko uben and cce wenda,0
Healing,2
ngtain org najis kya g pernah beol aja lo,0
Tak caya kalip,0
"Zaman terus mengamati, hingga salah-satu guru mendatanginya.",1
"Taman di depannya ramai, depan kantor kedutaan juga dipenuhi mobil yang terparkir rapi.",1
"Aamiin mba, semoga Istiqomah, menutup aurat jauh lebih baik",0
Ini leslar muncul terus bikin overthinking dh.,2
"""Aku tidak ingin berdebat, Madame Anita.",1
Menutup akhir tahun masehi dengan staycation sama teman-teman kantor pak suami.,2
"Soal pinjaman ke Bank juga kejutan menarik, Sri mulai membiasakan diri dengan dunia perbankan, entah kapan dia belajar soal itu, menilik naluri bisnisnya, hanya soal waktu Sri melakukan jenis transaksi keuangan lebih canggih.",1
even the minions not undefeatable,2
?!! ??? wkwk baru ngepoin google tentang bigbang ? ternyata uuhh ...,0
"Aku memilih sendiri dan memantau orang-orang yang patah hati. Kemarin tawanya masih terbahak-bahak, dan besoknya tangisnya terisak-isak. Galaunya melaju dengan kecepatan tinggi, overthinking setiap hari, kemudian mengemis perhatian di linimasabege310721",2
Nglilir kok yo isih overthinking.,2
Which is really fun and I really feel really happy and excited because of all K-Pop It's what always cheers me up but I don't know with myself what else I've been up to lately but I have to be happy because it's Halloween which I like and I like and what I'm waiting for,2
Ketika lu udh tw bakal macet tp tetep maksain buat healing kwkwkwkww,2
"Setelah perang dunia pertama, dia kembali ke London, pensiun dari AL, melanjutkan karirnya sebagai pengacara, karena dia memang menghabiskan masa mudanya belajar di sekolah hukum.",1
Sri Ningsih duduk menunggu panggilan.,1
"Penyaluran bantuan obat2an amp pakaian kepada korban banjir bersama tim trauma healing Univ Lambung Mangkurat dan KAGAMA di Desa Gudang Tengah, Sungai Tabuk Kalsel, terimakasih kpd para donatur yg sudah membantu, semoga bermafaat",2
gini ga ?,0
ibu ashanti khadiran ibu dlm kel. kecil pak anang dg 2 anak m aurel m azriel srta d tmbah dede kcil putri cntik arsy mmberi kan kberkahn kbahagiaan smoga tetap tntram damai tenang brsama kel.kecil hngga akhir hayat kalian ya. kl ad yg brpndapat mnilai fisik jelek cantik trutama m aurel jgn d hiraukn. diamkn sj. hrsny mreka brsyukur hingga detik in Allah mmberikn sepasang mata utk melihat karya nan megah Sang Maha Pencipta untuk d kagumi d nikmati d rasakn d syukuri. bukan utk d cari2 kesalahanny kekuranganny. seandainy orang yg sdh menghina it trutama fisik m aurel atau ibu krisdayanti tiba2 Allah memberikan kebutaan matany krn telah menghina fisik hasil ciptaanNya lalu bagaimana perasaanny dan perasaan kel.besarnya?,0
"Siapa sih yg nyari sensasi , Ya Allah",0
Healing...,2
Semangat !! Dengan siapapun kak ii saat ini tetaplah ingat bang ali ya dialah orang yg selalu di samping kak ii . yg selalu bela kak ii dan selalu menganggap kak ii itu adalah krna smpai kpnpun kak ii tetaplah abang Bagi APL,0
"Saking bm nya nya sama pangsitgorenglegino dari nntn vlognya Rans udah lama banget dan akhirnya makan juga ya wkwkw bener2 hanya modal maps, sampe kek literally masuk ke gang yang padat penduduk anjirr untuk rasa 710 lah yaa",2
I don't even deserve for anyone else.,2
"Dia baru menyadari jika ini bukan jalan-jalan seperti biasanya, lima menit bertahan, Sri akhirnya kikuk duduk di salah-satu kursi salon.",1
ANDA TERTYPU BESTIE,2
besook ke Korea ahh .. aq juga mauu gtuu ..??,0
Sri menginjak kakinya di bawah meja.,1
Tahun baru kemana aja? Me Really fcking me For fcking shake this NY does not even make some hype,2
"Aku minta maaf jika sejak kepergian bayi laki-laki kita, aku tidak kunjung mampu mengembalikan kegembiraanmu, Sri.""",1
Staycation dadakan di sini. Berangkat jam setengah 11 malam.,2
Iyaaa bagus is,0
hiii kk ganteng..I realy love you somuch..sukses trus ya kk..,0
"Gaakan percaya sama yang lain? udah ngerasain turun 8kg, ditambah kulit tambah cerah alami? thankyou very...very...very much ?",0
wado ini mah fat sama ade,0
"""Kami tidak bertengkar, Aimee."" Maximillien menggeleng, ""Tapi Beatrice menuduhku mengulang-ulang pertanyaan.""",1
Apakah surat ini bergurau?,1
Zaman meletakkan buku diary ke kursi kosong di sebelah.,1
"""Hidup rakyat jelata!",1
Lucuu,0
"Dulu kalo ketemu harga sayur atau buah murah banget senengnya bukan main, tapi sekarang ketemu harga sayur atau buah yg murah banget langsung overthinking, ini nasib petani nya gimana yak",2
Mereka harus menyeretku keluar gedung baru aku berhenti menawarkan sabun ini.,1
Dua petugas saling tatap.,1
"Pengen ciuuuummmm mbil ngmng 'oposehh, ngemeng epe seehh' ??",0
"Nusi Maratta yang sudah serius sekali menunggu jawaban anak tirinya tertegun sejenak, kemudian tertawa.",1
So I found my long lost brother while Im on a shift in a coffee shop,2
Emessss,0
Emesshhh gempii,0
Beda sedikitlaahh... cuma di bagian perut aja bang.... Yaa cuma dikitlah skitar 30 centi an.,0
HBO muter never been kissed Oh the good old days. Film lama manisnya beda memang At least something to watch agar ga selalu kepo dg update kekacauan apalagi yg terjadi di weka weka land,2
Gingsulnya kaya kmu beb,0
Iooo? dy kw d mslh laeng in kong qt jdi plampiasannn??,0
"Take me there now, even though it's raining here",2
nike ardila??? sekilas bund ??,0
"Bosan melihat keluar jendela, mata Sri menatap kotak iklan di dinding bus.",1
"Every time,every second,every minute,every day, Hmm apa lagi... Even night too udh jadi kebiasaan laporan ttg lu... Ampe bertanya ke Dia ""Kapan yah bisaaa?seandainya aja bisa...kapan ngeh nya?"" Udh ah mau bobo Bye",2
"jam jam overthinking mengantarkanku ke pemikiran yg belum pernah terfikirkan, Like Oh iya juga ya! hmmm",2
mau staycation di akhr tahun bgt HAHA,2
Lo mamer aurat lebih dosa keles,0
Omg gak banget.....,0
"u didnt get the point tho, yg dipermasalahin disini kan gimana harimau itu satwa liar yg perilakunya harus dijaga sesuai kodratnya bukaan dijadiin pet dan ketemu banyak orang, percuma bgt banyak thread yg bahas kenapa gabole ini itu kalo masih ada aja yg komen gini",2
Ya bang Andre mrip bget MA syahrukan .......bju nya doang.,0
Mood swing banget anjjj,2
Bunda maya itu selain sabaarrr bangeeeeetttt,0
Foto kek gini aja cantik bener yak,0
"Terawasi Pantauan pengawasan Buffer Zone, RDT Antigen Gratis Angkutan Logistik dan Validasi Dokumen Persyaratan Perjalanan via ASDP Ketapang dan Pelabuhan Tanjungwangi. The Check Point Terminal Sritanjung",2
Ampuuun ngakak bangett,0
"Selebihnya bagus, cuman agak sayang baru 30 tahun dia Agnezmo, keriputnya kaya 60tahun, kan kasian cantik2, salah dari teknik vokal yg terlalu berlebihan apalagi kaya whistle register Lagu Rindu, itu otot mukanya ketarik kebawah kaya pake tambang kalo terus2an begitu bakalan cepet lebih kendor mukanya, keriputnya banyak,waktu mulai keriput dari 2010 udah jelas, waktu 2008 masih dikit dan 2012 udah jelas banget keriputnya ,saya gak liat2 wajah Agnezmo ya, cuman dulu waktu di idol kamera kan di Zoom jelas banget keriputnya sampe Ahmad Dhani bengong liatnya ke bagian kerut Agnezmo waktu Idol 2012",0
Kpn yaaa suamiku bikin tlsn gini,0
"Malam hari pertama kepulangannya, Sri berdiri lama di depan jendela, menatap kota London.",1
"Let's join... Reiki healing amp meditation is available tonight 7.30 pm reikitherapy reiki healing reikihealing bogor reikivirtual meditationvirtual meditation meditasi zoommeeting Bogor, Indonesia",2
"Fomo gegara gk tahu trend di apk TT "" Apakah ini saatnya ku harus membuat dan goyang - goyang???",2
"My heads spinning around, thinking over that dish",2
"Enam orang di ruang tamu, enam-enamnya sibuk dengan HP.",1
Even ojou knows Moona's legendary sentence,2
"Katanya ini wall pelet buat crush, jadi kalau kita pakai wall ini crush bakal chat amp itu semua bohong, karna aku gak punya nomor crush jadi bohong.",2
lucukkkkk,0
Cntik n ganteng bgt...,0
Bus bergerak membelah jalanan yang basah.,1
Hahaha koclak,0
spill kegiatan malming kalian dong...,2
Mereka memulai kehidupan baru.,1
Kepala Kampung mengangguk.,1
Wahai pujangga cintaaaaaaa?,0
"La Golo mengangguk, balik kanan, berlarian memimpin menuju sisi timur Pulau Bungin.",1
Ini kawasan industri.,1
"Apakah juga seramai ini?"" Istri Rajendra Khan bertanya—sambil menimang Tanya yang tertidur di tengah prosesi acara.",1
relate banget gamau kena apa2 even hp mencet nya pake belakang tangan,2
Your typical relatable twat,2
"Selain laut, gitaran sambil ngopi sore gini jd healing bgt",2
"Dr dulu gapernah bosen ngereplay, wdyt?",0
"Selamat tidur, jangan overthinking terus gabaik buat kesehatan",2
At one point Albert ate the Smart Smart Devil Fruit,2
